ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,TenureDays,Total_Spending,Income_Segment,Spending_Segment
4557,1970,Graduation,Together,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,268,67,Low Income,Normal Spending
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,101,60,Low Income,Normal Spending
3066,1975,PhD,Together,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,145,231,High Income,High Spending
6336,1960,Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,84,48,Low Income,Low Spending
10967,1963,Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,508,99,Normal Income,Normal Spending
4669,1981,Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,503,102,Low Income,Normal Spending
1672,1974,PhD,Together,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,120,461,High Income,High Spending
8962,1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,73,37,Normal Income,Low Spending
9974,1974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,352,70,Low Income,Normal Spending
4697,1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,381,390,Normal Income,High Spending
9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,360,52,Low Income,Low Spending
7254,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,184,137,Normal Income,Normal Spending
4927,1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,165,68,Low Income,Normal Spending
10451,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,474,25,Low Income,Low Spending
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,479,32,Normal Income,Low Spending
9738,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,532,100,Normal Income,Normal Spending
5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,74,62,Normal Income,Normal Spending
5596,1956,2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,260,728,High Income,High Spending
10812,1978,PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,120,90,High Income,Normal Spending
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,77,273,Normal Income,High Spending
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,184,66,Low Income,Normal Spending
6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,649,107,Low Income,Normal Spending
4440,1964,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,292,546,High Income,High Spending
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,428,241,Normal Income,High Spending
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,162,53,Low Income,Low Spending
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,244,37,Low Income,Low Spending
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,194,235,High Income,High Spending
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,110,32,Low Income,Low Spending
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,335,102,Normal Income,Normal Spending
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,684,401,High Income,High Spending
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,348,28,Low Income,Low Spending
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,363,30,Normal Income,Low Spending
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,140,20,High Income,Low Spending
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,534,630,Normal Income,High Spending
5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,362,65,Low Income,Normal Spending
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,234,37,Low Income,Low Spending
10350,1950,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,416,38,High Income,Low Spending
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,501,160,Low Income,Normal Spending
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,439,23,Low Income,Low Spending
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,291,71,Normal Income,Normal Spending
10675,1956,PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,452,1161,High Income,High Spending
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,535,59,Normal Income,Normal Spending
9592,1983,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,364,33,Low Income,Low Spending
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,594,62,Low Income,Normal Spending
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,204,139,Normal Income,Normal Spending
6245,1950,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,381,507,High Income,High Spending
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,318,18,Low Income,Low Spending
8553,1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,371,42,Normal Income,Low Spending
8842,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,551,44,Low Income,Low Spending
11030,1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,177,16,Normal Income,Low Spending
6201,1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,212,49,Normal Income,Low Spending
2061,1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,414,99,High Income,Normal Spending
6142,1943,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,313,900,High Income,High Spending
9336,1969,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,99,636,High Income,High Spending
2958,1978,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,125,57,Low Income,Normal Spending
933,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,583,25,Normal Income,Low Spending
4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,470,51,Low Income,Low Spending
2928,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,575,990,High Income,High Spending
5680,1984,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,30,Normal Income,Low Spending
10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,609,254,High Income,High Spending
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,304,29,Low Income,Low Spending
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,372,73,Normal Income,Normal Spending
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,680,120,Normal Income,Normal Spending
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,468,81,Low Income,Normal Spending
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,546,37,Low Income,Low Spending
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,380,51,Low Income,Low Spending
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,537,17,Normal Income,Low Spending
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,227,22,Low Income,Low Spending
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,564,324,Low Income,High Spending
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,91,19,Normal Income,Low Spending
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,410,41,Low Income,Low Spending
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,256,492,Normal Income,High Spending
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,668,114,Normal Income,Normal Spending
5642,1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,202,222,High Income,High Spending
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,437,209,High Income,Normal Spending
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,652,186,Normal Income,Normal Spending
6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,667,47,Low Income,Low Spending
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,552,27,Low Income,Low Spending
8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,597,96,Low Income,Normal Spending
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,463,64,Low Income,Normal Spending
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,318,163,Normal Income,Normal Spending
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,475,343,Low Income,High Spending
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,20,41,High Income,Low Spending
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,668,70,Low Income,Normal Spending
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,30,272,High Income,High Spending
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,388,46,Low Income,Low Spending
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,620,490,High Income,High Spending
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,589,79,Low Income,Normal Spending
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,676,369,High Income,High Spending
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,522,1073,High Income,High Spending
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,221,78,Low Income,Normal Spending
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,54,48,Normal Income,Low Spending
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,38,45,Low Income,Low Spending
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,24,10,Low Income,Low Spending
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,207,20,High Income,Low Spending
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,85,1188,High Income,High Spending
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,56,43,Low Income,Low Spending
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,147,57,Low Income,Normal Spending
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,373,46,High Income,Low Spending
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,295,467,High Income,High Spending
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,311,122,Low Income,Normal Spending
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,507,36,Low Income,Low Spending
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,360,34,Low Income,Low Spending
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,191,156,High Income,Normal Spending
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,327,14,Low Income,Low Spending
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,546,37,Low Income,Low Spending
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,104,34,Low Income,Low Spending
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,351,20,Low Income,Low Spending
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,263,192,Normal Income,Normal Spending
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,385,48,Low Income,Low Spending
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,189,428,High Income,High Spending
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,255,59,Normal Income,Normal Spending
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,210,431,High Income,High Spending
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,660,971,High Income,High Spending
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,454,265,Normal Income,High Spending
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,35,270,High Income,High Spending
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,179,893,High Income,High Spending
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,152,135,High Income,Normal Spending
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,125,120,Normal Income,Normal Spending
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,606,15,Low Income,Low Spending
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,115,542,High Income,High Spending
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,262,17,Normal Income,Low Spending
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,543,44,Normal Income,Low Spending
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,42,25,Low Income,Low Spending
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,51,31,Normal Income,Low Spending
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,37,518,High Income,High Spending
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,614,530,High Income,High Spending
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,181,70,Normal Income,Normal Spending
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,322,54,Normal Income,Low Spending
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,679,296,Low Income,High Spending
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,242,266,Normal Income,High Spending
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,227,1053,High Income,High Spending
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,368,735,High Income,High Spending
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,154,20,Low Income,Low Spending
3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,609,205,Low Income,Normal Spending
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,573,309,High Income,High Spending
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,214,682,High Income,High Spending
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,85,43,High Income,Low Spending
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,692,64,Low Income,Normal Spending
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,226,32,High Income,Low Spending
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,547,263,Low Income,High Spending
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,373,46,High Income,Low Spending
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,373,137,Normal Income,Normal Spending
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,400,216,Normal Income,High Spending
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,252,347,High Income,High Spending
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,414,397,Normal Income,High Spending
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,511,138,Normal Income,Normal Spending
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,364,42,Low Income,Low Spending
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,310,777,High Income,High Spending
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,153,52,Low Income,Low Spending
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,317,358,Normal Income,High Spending
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,659,210,Low Income,High Spending
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,572,42,Normal Income,Low Spending
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,214,1291,High Income,High Spending
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,21,442,High Income,High Spending
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,238,411,High Income,High Spending
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,499,521,High Income,High Spending
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,431,260,High Income,High Spending
