ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Days_Since_Customer,Total_Spending,Income_segment,Spending_segment,Recency_segment
7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11,138,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,138,67,Normal income,Low spending,Recent
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,475,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,475,28,Low income,Low spending,Inactive
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,611,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,611,45,Low income,Low spending,Inactive
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,53,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,53,1193,High income,High spending,Recent
7930,1969,Master,Single,26877.0,0,0,2013-08-19,314,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,314,268,Low income,Normal spending,Moderate
4587,1944,Master,Widow,45006.0,0,0,2013-07-18,346,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,346,266,Normal income,Normal spending,Moderate
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,565,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,565,37,Low income,Low spending,Inactive
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,244,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,244,37,Low income,Low spending,Recent
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,597,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,597,882,Normal income,High spending,Inactive
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,338,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,338,373,Normal income,Normal spending,Moderate
8953,1965,Master,Single,35791.0,2,1,2013-05-06,419,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,419,35,Low income,Low spending,Moderate
8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,468,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,468,42,Normal income,Low spending,Moderate
10862,1960,Master,Married,30522.0,0,1,2012-08-17,681,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,681,326,Low income,Normal spending,Inactive
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,353,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,353,404,Normal income,Normal spending,Moderate
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,350,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,350,95,Low income,Low spending,Moderate
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,111,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,111,939,High income,High spending,Recent
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,183,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,183,33,Low income,Low spending,Recent
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,391,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,391,981,High income,High spending,Moderate
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,525,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,525,36,Low income,Low spending,Inactive
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,391,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,391,1237,High income,High spending,Moderate
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,646,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,646,1825,High income,High spending,Inactive
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,661,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,661,103,Low income,Low spending,Inactive
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,558,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,558,191,Low income,Normal spending,Inactive
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,222,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,222,1586,High income,High spending,Recent
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,16,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,16,963,High income,High spending,Recent
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,165,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,165,889,Normal income,High spending,Recent
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,134,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,134,93,Low income,Low spending,Recent
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,437,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,437,1587,High income,High spending,Moderate
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,111,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,111,16,Normal income,Low spending,Recent
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,390,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,390,1375,High income,High spending,Moderate
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,537,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,537,393,Normal income,Normal spending,Inactive
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,639,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,639,1477,High income,High spending,Inactive
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,235,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,235,1179,High income,High spending,Recent
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,632,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,632,1005,High income,High spending,Inactive
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,47,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,47,1348,High income,High spending,Recent
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,546,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,546,1307,Normal income,High spending,Inactive
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,418,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,418,486,Normal income,Normal spending,Moderate
1173,1947,Master,Together,77632.0,0,0,2013-03-10,476,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,476,2252,High income,High spending,Inactive
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,315,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,315,235,Normal income,Normal spending,Moderate
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,524,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,524,1724,High income,High spending,Inactive
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,198,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,198,235,Normal income,Normal spending,Recent
4679,1977,Master,Married,78710.0,0,1,2014-05-23,37,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,37,1092,High income,High spending,Recent
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,286,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,286,599,High income,Normal spending,Moderate
4248,1960,Master,Single,98777.0,0,0,2014-02-17,132,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,132,2008,High income,High spending,Recent
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,671,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,671,48,Low income,Low spending,Inactive
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,686,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,686,1174,High income,High spending,Inactive
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,77,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,77,67,Normal income,Low spending,Recent
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,695,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,695,365,Normal income,Normal spending,Inactive
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,176,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,176,165,Normal income,Normal spending,Recent
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,645,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,645,210,Low income,Normal spending,Inactive
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,302,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,302,1095,High income,High spending,Moderate
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,251,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,251,223,Normal income,Normal spending,Moderate
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,569,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,569,597,Normal income,Normal spending,Inactive
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,227,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,227,22,Low income,Low spending,Recent
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,186,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,186,1064,Normal income,High spending,Recent
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,660,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,660,74,Low income,Low spending,Inactive
8162,1956,Master,Together,14661.0,0,0,2013-01-01,544,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,544,26,Low income,Low spending,Inactive
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,548,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,548,60,Low income,Low spending,Inactive
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,409,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,409,20,Normal income,Low spending,Moderate
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,277,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,277,59,Low income,Low spending,Moderate
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,416,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,416,34,Low income,Low spending,Moderate
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,234,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,234,198,Normal income,Normal spending,Recent
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,335,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,335,1048,Normal income,High spending,Moderate
10379,1962,Master,Single,59247.0,0,2,2013-11-08,233,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,233,574,Normal income,Normal spending,Recent
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,655,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,655,1029,High income,High spending,Inactive
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,195,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,195,670,High income,Normal spending,Recent
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,575,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,575,990,Normal income,High spending,Inactive
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,38,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,38,11,Low income,Low spending,Recent
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,607,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,607,1241,High income,High spending,Inactive
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,178,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,178,576,High income,Normal spending,Recent
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,378,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,378,172,Low income,Normal spending,Moderate
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,188,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,188,664,High income,Normal spending,Recent
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,254,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,254,928,High income,High spending,Moderate
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,668,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,668,2074,High income,High spending,Inactive
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,339,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,339,467,Normal income,Normal spending,Moderate
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,248,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,248,257,Low income,Normal spending,Moderate
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,192,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,192,1146,High income,High spending,Recent
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,479,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,479,689,High income,Normal spending,Inactive
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,655,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,655,2114,High income,High spending,Inactive
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,44,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,44,1346,High income,High spending,Recent
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,272,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,272,1044,High income,High spending,Moderate
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,633,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,633,493,Normal income,Normal spending,Inactive
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,308,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,308,957,Normal income,High spending,Moderate
450,1958,Master,Together,42315.0,0,1,2013-07-12,352,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,352,270,Normal income,Normal spending,Moderate
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,239,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,239,29,Low income,Low spending,Recent
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,396,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,396,121,Normal income,Normal spending,Moderate
9239,1961,Master,Married,61923.0,0,2,2013-07-26,338,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,338,126,Normal income,Normal spending,Moderate
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,95,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,95,23,Low income,Low spending,Recent
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,447,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,447,57,Low income,Low spending,Moderate
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,238,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,238,636,Normal income,Normal spending,Recent
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,81,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,81,1004,High income,High spending,Recent
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,285,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,285,734,High income,Normal spending,Moderate
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,109,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,109,614,High income,Normal spending,Recent
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,138,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,138,1453,High income,High spending,Recent
8029,1988,Master,Single,90247.0,0,0,2014-04-29,61,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,61,1621,High income,High spending,Recent
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,185,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,185,187,Normal income,Normal spending,Recent
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,535,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,535,1443,High income,High spending,Inactive
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,2,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2,57,Low income,Low spending,Recent
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,445,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,445,637,Normal income,Normal spending,Moderate
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,220,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,220,948,High income,High spending,Recent
4301,1971,Master,Married,35178.0,1,0,2013-01-10,535,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,535,59,Low income,Low spending,Inactive
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,352,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,352,18,Low income,Low spending,Moderate
1272,1965,Master,Single,55250.0,0,1,2012-10-21,616,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,616,903,Normal income,High spending,Inactive
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,494,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,494,112,Low income,Low spending,Inactive
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,411,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,411,596,Normal income,Normal spending,Moderate
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,326,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,326,233,Normal income,Normal spending,Moderate
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,569,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,569,1511,High income,High spending,Inactive
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,644,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,644,1152,High income,High spending,Inactive
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,503,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,503,48,Low income,Low spending,Inactive
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,455,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,455,1185,Normal income,High spending,Moderate
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,92,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,92,21,Normal income,Low spending,Recent
5114,1965,Master,Married,74806.0,0,1,2012-12-19,557,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,557,965,High income,High spending,Inactive
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,423,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,423,869,Normal income,High spending,Moderate
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,37,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,37,16,Low income,Low spending,Recent
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,501,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,501,1947,High income,High spending,Inactive
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,697,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,697,71,Low income,Low spending,Inactive
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,21,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,21,65,Normal income,Low spending,Recent
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,218,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,218,1380,High income,High spending,Recent
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,155,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,155,1027,High income,High spending,Recent
11171,1965,Master,Married,56962.0,2,1,2013-10-11,261,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,261,411,Normal income,Normal spending,Moderate
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,440,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,440,836,High income,High spending,Moderate
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,275,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,275,11,Low income,Low spending,Moderate
610,1953,PhD,Together,53593.0,1,1,2012-08-07,691,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,691,480,Normal income,Normal spending,Inactive
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,382,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,382,606,High income,Normal spending,Moderate
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,256,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,256,284,Normal income,Normal spending,Moderate
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,263,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,263,1472,High income,High spending,Moderate
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,61,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,61,1677,High income,High spending,Recent
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,457,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,457,1335,High income,High spending,Moderate
6255,1952,Master,Together,70545.0,0,1,2014-06-03,26,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,26,334,High income,Normal spending,Recent
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,468,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,468,18,Low income,Low spending,Moderate
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,689,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,689,1338,Normal income,High spending,Inactive
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,463,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,463,1099,High income,High spending,Moderate
7458,1956,Master,Together,34941.0,1,1,2013-03-06,480,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,480,97,Low income,Low spending,Inactive
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,179,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,179,63,Normal income,Low spending,Recent
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,332,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,332,109,Low income,Low spending,Moderate
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,155,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,155,902,High income,High spending,Recent
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,413,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,413,1574,High income,High spending,Moderate
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,202,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,202,38,Low income,Low spending,Recent
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,112,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,112,960,High income,High spending,Recent
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,287,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,287,28,Low income,Low spending,Moderate
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,151,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,151,1215,High income,High spending,Recent
6974,1972,PhD,Together,83443.0,0,0,2013-12-31,180,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,180,1497,High income,High spending,Recent
7938,1958,PhD,Together,51518.0,0,1,2013-10-03,269,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,269,449,Normal income,Normal spending,Moderate
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,186,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,186,1064,Normal income,High spending,Recent
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,486,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,486,1757,High income,High spending,Inactive
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,58,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,58,1440,High income,High spending,Recent
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,505,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,505,1006,High income,High spending,Inactive
4012,1972,PhD,Together,62220.0,0,1,2012-08-11,687,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,687,1226,Normal income,High spending,Inactive
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,283,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,283,1171,Normal income,High spending,Moderate
10470,1979,Master,Married,40662.0,1,0,2013-03-15,471,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,471,92,Normal income,Low spending,Moderate
6488,1959,PhD,Married,38829.0,0,1,2014-04-06,84,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,84,99,Low income,Low spending,Recent
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,269,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,269,66,Low income,Low spending,Moderate
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,66,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,66,564,High income,Normal spending,Recent
